object_type	schema_name	object_name	source_text
P	dbms_sql	bind_variable	Schema: dbms_sql\nName: bind_variable\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value timestamp without time zone\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd5Rshqn5ADMxlBUqpOgK8mIjtt5f0GE8qvylFEmkemqK0ZhkQwtJrHO0r+3OEQKgoQ9v5z8gNgaO\nOHIXhfPWLA+Ho0xH+fiyTP3m8TBKB/8cqVSPUFs1wJOCJOrQdth6j+7Km2r+pYHRDHEQEqeOOg57\nQgY4Q2n6wQhjOodZ0Bisp938vzZXsAVKOOTXNMi0\n$__EDBwrapped__$
P	dbms_sql	bind_variable	Schema: dbms_sql\nName: bind_variable\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd9PeA0qL8/Rpq+wfAFgCD4fbKN9Fq/JW9jUQeocQAp6GneFwrzeYzqgVTS1YyqS9OlPawRluMCpZ\n+ii3j3TYDxheS/poOQa0pvktM3w+GjJmB9YRYDqPnGYQIC0z8A3gfth6BjQR3R8ULf8pFZaZr3dc\n0hzQzeTW/r/TG1MrPysDdtKC7pWek1o5wfvU\n$__EDBwrapped__$
P	dbms_sql	bind_variable	Schema: dbms_sql\nName: bind_variable\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value double precision\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndwLAEQ16DnzHwW+sY7evUmzpcKfrr0x6nEMmZDeu6BZelNHiR2Sb9Eva8NLMYmI5RlL7NAdmK/7X\nhk4wxmGN83h0hmANjyCnF3P4lBzmbEtTMizJBTn83SBr1FNUaXCHo3TwOxmMXonxZziQFUyruAb0\n1RyjJq6pzvoyY6yNiiUtIVq/Uv3RLkymA2I=\n$__EDBwrapped__$
P	dbms_sql	bind_variable	Schema: dbms_sql\nName: bind_variable\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value bytea, IN outsize numeric DEFAULT NULL::numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd5A8mhQsjtmb2ClfwYUAbZX9+q/yst8tHfJWjSLj2PV2iSCSn9kIOtg+shBBg65HYKGJNNEnOOlf\nZ9U79JVEIRzzW6Z2Wxre5f9eys8WiE40rDTjgaP/IjbC/nKSzVTIcCoM3bmY0CsBKKHHJympNi+P\n7YJ3brCvk3DRyN44omOscS8ykJzyqQocHAHeaB7XKnE=\n$__EDBwrapped__$
P	dbms_sql	bind_variable	Schema: dbms_sql\nName: bind_variable\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value clob, IN outsize numeric DEFAULT NULL::numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd5S+w4vNc1RrSv2MmKzreS21D3GCFMklGCuJiiiVrUsw3x/JIWdhim5ntkLrM9Qyy1Ix0EJ2sBEF\nOEO2sYU5DPSHUPGVT+fI9+WeWvLwDM8D+bM0WzC90+vPAD36kX4KdEnBh/M32LGptREZeIl96Ehc\ngJDFiYHon8t1j4gbimq/6oaxsaPYr6Tpk1puYiGYvm0=\n$__EDBwrapped__$
P	dbms_sql	bind_variable_raw	Schema: dbms_sql\nName: bind_variable_raw\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value bytea, IN outsize numeric DEFAULT NULL::numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd5A8mhQsjtmb2ClfwYUAbZX9+q/yst8tHfJWjSLj2PV2iSCSn9kIOtg+shBBg65HYKGJNNEnOOlf\nZ9U79JVEIRzzW6Z2Wxre5f9eys8WiE40rDTjgaP/IjbC/nKSzVTIcCoM3bmY0CsBKKHHJympNi+P\n7YJ3brCvk3DRyN44omOscS8ykJzyqQocHAHeaB7XKnE=\n$__EDBwrapped__$
P	dbms_sql	bind_variable	Schema: dbms_sql\nName: bind_variable\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value text\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndzP5Hy5KdDxbZ6BWr0FzfjOqZF3w2uHDDonRkVCGXyyLxx9pNQCcQin7JcESKz48Ss8zWq4WYvOx\nlgT+E+WUUJDo9E8GgWIy8K6uFkoFLUch0IhHD0KMG/FcsWdzB/FmpF4U483kMx2s3AmKvmgUC2Eb\nOLhXvVL8kqoNroPB7xXegkUftb1wq/ZvJAbqmKOP\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.integer_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndxdZaOnJIQHBpXX/pjbzLN+BU2Dy7sqGcLAA5R6myVX27/3apOiAKIE4poKc34nnSSzo3NoZGxaq\n6EwUAssuAW9BAtTXcQzmlxRh7q4LEs0XuqV9i2eSN0Ey2ueopHSfDu9VF+GhHeGZgyfOo0DyZgG6\nL8W2A0WUBLZoVCEHlU06UZQKxDr/deFyVQ==\n$__EDBwrapped__$
P	dbms_sql	bind_array_char	Schema: dbms_sql\nName: bind_array_char\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.char_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndwZDoIbupiEegO15U6YOcXGy4u7CIN0yjFk2+OjGhE2x+qL14hHxOgkc+4gMrdF0bCm+qFGNAd6s\nJmDKEw0P7iZ50PO24LzpJG8nrFO4+w4dlcim4QBIoR8GvAoH22M/qu5uCXySv82M5KSG84z9kwik\nYIrZQdqxwVSwfgm3051HGZfPoxwfig==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.char_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndwZDoIbupiEegO15U6YOcXGy4u7CIN0yjFk2+OjGhE2x+qL14hHxOgkc+4gMrdF0bCm+qFGNAd6s\nJmDKEw0P7iZ50PO24LzpJG8nrFO4+w4dlcim4QBIoR8GvAoH22M/qu5uCXySv82M5KSG84z9kwik\nYIrZQdqxwVSwfgm3051HGZfPoxwfig==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.varchar2_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd09Tg8M7W/hMSaRBb1GL0cN5rt1OPi6xXTvi0MocEvZfgtP0mjuXicwK9Gu5v7b2W8ZPBN3WenJ7\nPgUhcpm0rW2XmsNQYpBY55pf+a1yWcno91w5EO6PspmA3wskl+4KL2u+s7moBO3UUrILt7P2v7bE\naIZ+WeeGObL9qVsC+NbpN32/7n18EZlpgw==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.text_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd+RNH5t32i9H8liZaaZvv87G3SnN4H/I6SiPAd8vewF+jiPCG33k+sxdTlkZICpxnQH54U7NoXwz\nv026oHOKoulbyV/DEh73KYVb7BlLB7htj+S+HmTKmqt7jAIEYDIZULMIQ/IPrFiIJ1q4zPjaD9db\nkqOrFORX0OO2fBCXvctVfk9FP834qw==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.timestamp_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd8QR/YbjTrgFEpe4AplUOl5yGzPAb7fY5auLzFpCtLmd7hBNSGxJO0qObC3X/Nhs2Wo7vBScMn4O\n++ZPvSNjec1uieD8sTS01dFUngfRxHzQUnP/sHM5CqXqyxKHH3a0ArDDbcIXqGpVH+4Vmm5MmHLp\nNlQQR3ciqi3MEFwpkDMelEB/0kQui+XnP9ed\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.number_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd0XVhGZtK6MSgN/6nWOtpS+OBp+wKrv7yJIeIW0infR8WFpgwxmNF1o+kQ11nGxHtlBvMs77s972\nbc+RLxU8l6ICSv2VaqDi5aAoYxX1gCwnZgkxl2/JXkPpEnHxcYGVn0H4OXIiGtKeBbLtDlFopTQi\npTAP4goVX/dh3Iwh9Sq40cjd7IrdI9Ec\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.float_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndwgBolxmzg4yFnn34ysJEFOXMGRpJJK9qRx5OaJIoYNjvLWejv+h+cXx7UNI76Rq1W969N9M/7ob\nawJhdC7GKsQ9EDUP923k/5pHbsX983+gMel8ZMzyD+KqwbSZMM9Oos0HfRcCMxJP2HFsQUb/1BX9\n86urS/Lee6pwUYhnKgO1m+Cy6IOn+fM=\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.blob_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1htn6kuWrXbDGdPvwf07KJ6PYM/b7fVn6wgGQH0zx9E3Uh1UFK2jgUdUoI+U7wksNwlFWZUHaXv\necofkPxGrppa0Wv41PN2LUWHYVFPZkMgQQFFTVIdVIdEJZ1HCCMNvVkxIZQfjhxK/m9JzvC2+RmQ\nQ0D4S65EqfZr8A6Ka1G8pp15ETTZfA==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.clob_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd0E3edXX5wpfemWWrFoQF4lHC/XYeZdxXfvBY9ooQYGb5Yc3d2vBYg/+lHcEhRv668pOunNakjJ/\n5Q5Ls9tLXB3r/OkxlvN1wK7oH5BoUSbMOKDb2aTZtakAIeSN4Ft5sCn727mQ++nl9AwNBdjM5nS0\nf3CyxiBaP1Wj62irUKzZ10VU7ERwHg==\n$__EDBwrapped__$
P	dbms_sql	bind_array_raw	Schema: dbms_sql\nName: bind_array_raw\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.blob_table\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1htn6kuWrXbDGdPvwf07KJ6PYM/b7fVn6wgGQH0zx9E3Uh1UFK2jgUdUoI+U7wksNwlFWZUHaXv\necofkPxGrppa0Wv41PN2LUWHYVFPZkMgQQFFTVIdVIdEJZ1HCCMNvVkxIZQfjhxK/m9JzvC2+RmQ\nQ0D4S65EqfZr8A6Ka1G8pp15ETTZfA==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.integer_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd4lbfw5BdCjii9GTEMiOPleCuHQBc61WjRRZzZ6nkiiYccqMzIMJeCpanSVt7ZWrfw8ic3CUxlxk\nTISi2ZkrxsG7WeB4CIeKljGiNjzTEQXxq4DZ5sIvW3xPXvumXslKz2WtueQSyvGd/pRWI64pVRXR\nrbqcYfNrdUsaSQYJ/sStcJ1cYpMYdd48i1YUlGxq7CKg\n$__EDBwrapped__$
P	dbms_sql	bind_array_char	Schema: dbms_sql\nName: bind_array_char\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.char_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd9ewdym9O7e6QjJXb0bO/jbynmjRc2/RWFADx5wx0sz6JJ0bRnLnpcv5B8nji0oNsKzTpfQ7ukEt\n1s1rc0pSGIqErSvB43jivd/meNSw/ldV6DG2Q9pLTZ74uKcqWgR2B80/EcBn10HMfqvQDAK7QOy+\nE63PA2wwBvrWSAH9R+haEknpvwWNOc5Hp1D/OuRS\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.char_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd9ewdym9O7e6QjJXb0bO/jbynmjRc2/RWFADx5wx0sz6JJ0bRnLnpcv5B8nji0oNsKzTpfQ7ukEt\n1s1rc0pSGIqErSvB43jivd/meNSw/ldV6DG2Q9pLTZ74uKcqWgR2B80/EcBn10HMfqvQDAK7QOy+\nE63PA2wwBvrWSAH9R+haEknpvwWNOc5Hp1D/OuRS\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.varchar2_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd+ku+rd2QHzOu4bN4lpsfH4z84qQoCKRct8y7t+y8tMOjC3kQWxGh4jBZaPwa1BjXbrgZHU1WPtz\n5wiDgjitRXJN2vXDttF8bI7/SGXEAmMcspGJM3qEZfOmszHKxbAYiVI/wRbsV+AmpDaJzn/th/Vg\nnnki0of+SqRnVEpO6zM/LMbyyqKDD+yjA9SFQumexh8E\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.text_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd8rITdhkFCiEe6YWoaXTAbJ/v/hq0YxG7Uxr4FCftd83fO0sj+K8lMEfv3PQANnTPO4Hs62avgnB\nRxjW9u/qTqtqg8j8phe6q/CTH2AX7WfJjzOKG39/lFzitM4Fz/KAI4v+4eEqRgEJtU0CSPVv1XMl\nPeOBmvLvaVAMz0vjwhNcpQvSo5jdDQpx/6tdUlbU\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.timestamp_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd3HFtSibR4DfRCHnl7jkM19GNQ2PkMRvVv6j+dD6CKsIyUaZsd0y4w5q+cyAK0mYGWy15LkH1d4B\nyJZE7SiU+85qLt08KorN993GB8Ib4KOk9Qi1UHA107drVTC2J724jfe8n60IDq/N+SJLqRFgaOjX\n0GzJydmBYdo3nJCHTjCR8wQFrqyOz9nUL7FAfyUhqNJ9rwM=\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.number_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd+lVO4hZP+QZnVR+pBJ312Rn8iJ/dxqAJKbFcvtXDk/bReaiZk9OouYvIdPnPuE4fgYg4rD+63IH\njiJnMmiaULlDSCqe7VpCU1jLJYDKhUEjTNc5VwnCnQt9ZngaEYw36JtwliF9S+HRGy9f1uqNcLI7\nueOexZ86NhVB+nPge6R25UdgD/tml/Pj8ZgxxNnckLk=\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.float_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd3PtqOrTmyyp9W2OzPqYRitDk09IMH0JhMJkQ0Fn0ASl9ADnMvczZWbfvY17Nr8S9WY42oIfI4fS\nksnsCPhni7zfUICCJELf0V9YFYtkyLAcL349yfI1Pd2Ab5fRetYZwsxjEUfPStIvNpAT9GgeUTfd\nvMbhuEQA+8hvbUbFp1e3w3wvM/yLhgADNiufIgFFaw==\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.blob_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndwTPrCffvgiXb7nb/HH3z9hrncjpqOegWMXRUFmyUhBXeq07MQCdU/J6WtKyxvhyC29PaZzDwmFZ\n3pJRPzYB2/WPBAxO2AJlBEIW98kgqo08dRpl8bBocn64JOWfafFdcuXpbSi+FsBYe1yaiJmXVIPV\ns+34VIjRV7ag2kk6NbATOm/2IYqmkcv8PPGOOfVQ\n$__EDBwrapped__$
P	dbms_sql	bind_array	Schema: dbms_sql\nName: bind_array\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.clob_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndxmLl9ZvvzJaOFG93LEjoMLO9KCseWNcmfEb1NudcFC24QhGzwkWE/42bFuBaYC6GxkICg4gGaaQ\n/BgkCMHkCuF1XIlG39KauOZ+x9rsy3ybw6emruFjfFu4/Pd5dNMBFOsYHovavWGbtU+AVxmkSOJf\nH03k8YmfR2rjz/rYj9IBSAkHCzbSPv4zqEjcLZYS\n$__EDBwrapped__$
P	dbms_sql	bind_array_raw	Schema: dbms_sql\nName: bind_array_raw\nResult data type: \nArgument data types: IN c numeric, IN name character varying, IN value dbms_sql.blob_table, IN index1 integer, IN index2 integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndwTPrCffvgiXb7nb/HH3z9hrncjpqOegWMXRUFmyUhBXeq07MQCdU/J6WtKyxvhyC29PaZzDwmFZ\n3pJRPzYB2/WPBAxO2AJlBEIW98kgqo08dRpl8bBocn64JOWfafFdcuXpbSi+FsBYe1yaiJmXVIPV\ns+34VIjRV7ag2kk6NbATOm/2IYqmkcv8PPGOOfVQ\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1kM1dYvoeBZCTQT2bgqAYqM04fFZh2WjVpTfjh1y8vI/PwGrAx0yR4i5vFwyuD8C9x76ztdcWnK\nowM/Pf10xgYbQzdReOrJWlys3B8fWbLuKZdZVLdLaoFoSfC/t7wL76k6ztYv0TsD65yqfdZcogMZ\nrhoFJPLcososO7VqfNa6ePoV1geztw==\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col text, IN col_size numeric DEFAULT NULL::numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1UrT1juLU/OpcmFLJ9HA9VuQCPUgbEr6j+2oCTJ6NBpndzjPJIsIc5gGBcvc0n+mpVD07HPBiu0\n0cBYkrB3+T3FRSk6Ra8c/VVsA/7yocGaYdLvy4X2sCB2jl6DNG2h4iQZ6hM/oNIjfGLNan9wOprs\n0CbWDyVANweiZLcvovrsOwsnH9U5UAqTxA==\n$__EDBwrapped__$
P	dbms_sql	define_column_char	Schema: dbms_sql\nName: define_column_char\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col character, IN col_size numeric DEFAULT NULL::numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1I0u+YctvB1lGMhTHq/XidfIbrXE6GLgGcaBWFN1p3YQFd0hIROkrfEZmB1WiCkJ6hCkhEDwEUJ\nIpBT2W8E/mHV9aH74x2o4asttFQMRuz4y69cboPOmKuE44TK1tO1YbqSMJ0b1QJZ+GxgX9hZ/jy2\n4RZw9AdyyjuhKzeVT4uvh4EBF0j4XtF7riWd\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col timestamp without time zone\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd5VqLAvP3FyXLnb9UtGdUVOeVcVWXVPRd4tfdOGYyHbhiTnBy/mIH8ocClYQR4xqCI7yBPVe9x+5\n3C71/BYFYQPIW7DReFlemeeiubk36xa4PeVlye3vJujDk58EcMGEjOK//DzeEB28orP1SW7L1A1y\nsDqu2F/S55E924cqhVGQhTA6AKgxBKiz25c=\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndzADJSiyrKfOoSyiBoahfJ7Fq70RajqEu1NEYhVonYJZDRelO83rwpu9PnGGBxullPJijecmaA6d\nAi9IUdUBw0xT+i1R+qt0Pjx7MBl+UVqXjs+1mqJxSDgars5MytHCdDmMLHPs4BkupNN3IkHUwY9x\nLsfEnbEPh7HdNtiwGU803oEg1FIyNZg=\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col double precision\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd444uZ4OuvVzJvfLA77juQyrgD7oOQtUWl45sa4GJmePTBTVKUZ6qpHJLDOMdZJoziP4qBBagxVu\ndrFilAQ6IwMcmApFLSGhq2ZpfkDKJlV1NyGkZebGYT/gk0mW7NPq9BWHDwJitZDT4++d/yTFD3Yk\nb9OIj9/AVhcmexoLEMoSLckKwLTUww==\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col clob, IN col_size numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd3V8g+Gs3uMROL+Xj7E55QDSSCIKgdST/MkVLrLVr22/fJcJNl1sVOLQJc/X6yFI0eyYnIg5iKv+\nwc2Y9WsFOPrVVx91ZMZr4OH3J34qFbqIs8pufmMLPYfELEb6T+qHo1L8B+VmTeVbeEBRo+pySApz\n16JIo/T9mzfgC8iNQaIZTzThkH/UfydHeFY+\n$__EDBwrapped__$
P	dbms_sql	define_column	Schema: dbms_sql\nName: define_column\nResult data type: \nArgument data types: IN c numeric, IN pos numeric, IN col bytea, IN col_size numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd4tRiLScZQEVc0j0Qkc/ircKVQXVKSbMGyKPmwVzVO8gMLRcLxEVvLwQTkaykOMuzkcBlbV8PF8g\nDSYcAhJ+B5uTuwXIX+1iMTlpXRmn1xiwsSM5YyiYOH622cmwyhEqpjfAKQ9hbHcleMFO9Slf4L4U\nS3QRtedS9BHgDpeAutw0Gl2qUeBGU8xYkiCT\n$__EDBwrapped__$
